hour,day,month,year,temperature(°C),humidity(%),cloudcover(%),windspeed(km/h),irrediance(W/m²)
21,31,7,2023,23.5,67,4,16.1,0.0
22,31,7,2023,23.1,69,4,14.2,0.0
23,31,7,2023,22.7,70,26,11.3,0.0
0,1,8,2023,22.4,72,34,11.3,0.0
1,1,8,2023,22.3,74,34,10.5,0.0
2,1,8,2023,21.9,76,27,9.4,0.0
3,1,8,2023,22.4,79,17,13.8,0.0
4,1,8,2023,22.2,81,8,16.2,0.0
5,1,8,2023,22.3,83,12,16.6,0.0
6,1,8,2023,22.3,83,13,16.9,0.0
7,1,8,2023,22.9,80,8,18.2,28.7
8,1,8,2023,24.2,72,32,17.9,140.7
9,1,8,2023,25.6,64,41,18.7,267.6
10,1,8,2023,26.9,57,63,19.3,314.1
11,1,8,2023,27.7,54,64,19.6,419.8
12,1,8,2023,27.8,55,62,20.0,378.4
13,1,8,2023,28.2,53,62,20.5,388.3
14,1,8,2023,28.5,53,57,19.5,514.2
15,1,8,2023,29.5,45,63,18.1,492.2
16,1,8,2023,28.2,51,12,22.3,234.8
17,1,8,2023,27.4,53,4,21.7,286.9
18,1,8,2023,27.0,55,4,19.9,278.7
19,1,8,2023,26.1,58,2,18.8,122.7
20,1,8,2023,24.4,70,1,17.1,15.2
21,1,8,2023,23.4,78,1,14.0,0.0
22,1,8,2023,22.9,81,1,13.1,0.0
23,1,8,2023,22.5,83,1,11.5,0.0
0,2,8,2023,22.0,85,0,10.5,0.0
1,2,8,2023,21.6,88,0,10.7,0.0
2,2,8,2023,21.2,89,0,10.4,0.0
3,2,8,2023,20.9,91,0,6.1,0.0
4,2,8,2023,20.6,92,0,7.7,0.0
5,2,8,2023,20.5,92,0,7.4,0.0
6,2,8,2023,20.3,92,0,6.0,0.0
7,2,8,2023,21.3,87,0,6.2,37.6
8,2,8,2023,22.9,79,0,4.1,158.7
9,2,8,2023,24.4,73,0,4.4,327.6
10,2,8,2023,25.7,67,0,5.9,490.5
11,2,8,2023,26.9,62,16,8.8,628.8
12,2,8,2023,28.0,58,23,11.4,719.4
13,2,8,2023,29.0,53,17,13.6,759.4
14,2,8,2023,29.5,51,4,15.3,755.0
15,2,8,2023,29.4,43,29,16.4,689.7
16,2,8,2023,29.6,44,19,15.9,573.4
17,2,8,2023,29.9,43,2,12.1,442.1
18,2,8,2023,29.8,43,11,8.4,277.5
19,2,8,2023,29.4,44,1,6.5,110.1
20,2,8,2023,27.8,52,31,5.1,13.9
21,2,8,2023,25.7,68,30,3.5,0.0
22,2,8,2023,25.0,73,1,4.2,0.0
23,2,8,2023,25.4,71,0,3.5,0.0
0,3,8,2023,25.3,71,4,1.6,0.0
1,3,8,2023,24.3,76,29,5.4,0.0
2,3,8,2023,23.3,81,0,6.7,0.0
3,3,8,2023,24.0,74,0,4.6,0.0
4,3,8,2023,24.1,72,0,0.0,0.0
5,3,8,2023,23.1,74,0,2.8,0.0
6,3,8,2023,23.7,70,0,2.3,0.0
7,3,8,2023,23.6,73,0,5.4,35.4
8,3,8,2023,25.1,66,0,7.4,159.2
9,3,8,2023,26.9,55,0,7.8,326.8
10,3,8,2023,28.5,47,0,6.5,489.6
11,3,8,2023,29.9,41,0,5.9,624.7
12,3,8,2023,31.5,34,0,7.9,718.5
13,3,8,2023,32.8,30,0,10.0,763.5
14,3,8,2023,33.7,29,0,12.1,754.0
15,3,8,2023,34.4,31,0,12.3,692.4
16,3,8,2023,34.7,30,0,10.7,578.7
17,3,8,2023,34.5,31,0,3.3,425.0
18,3,8,2023,34.8,32,0,11.7,274.6
19,3,8,2023,34.1,28,0,21.2,120.3
20,3,8,2023,31.5,34,0,19.7,12.9
21,3,8,2023,30.0,36,0,17.9,0.0
22,3,8,2023,29.4,38,0,15.5,0.0
23,3,8,2023,28.5,39,0,12.2,0.0
0,4,8,2023,27.4,41,0,9.8,0.0
1,4,8,2023,26.8,40,0,10.7,0.0
2,4,8,2023,26.7,39,0,11.7,0.0
3,4,8,2023,26.5,45,0,12.1,0.0
4,4,8,2023,25.4,52,0,9.4,0.0
5,4,8,2023,24.6,58,0,7.4,0.0
6,4,8,2023,24.2,62,0,9.0,0.0
7,4,8,2023,25.2,59,0,13.9,35.5
8,4,8,2023,27.8,52,0,15.3,161.1
9,4,8,2023,30.8,44,0,15.6,333.1
10,4,8,2023,33.1,37,0,18.1,498.9
11,4,8,2023,34.6,35,0,19.6,634.5
12,4,8,2023,35.6,32,0,23.2,727.9
13,4,8,2023,35.6,31,0,27.0,771.6
14,4,8,2023,34.9,34,0,25.6,760.8
15,4,8,2023,35.2,31,0,25.7,698.0
16,4,8,2023,34.0,34,0,28.7,591.5
17,4,8,2023,32.5,38,0,30.6,446.0
18,4,8,2023,31.0,44,0,30.0,282.5
19,4,8,2023,29.2,56,0,27.2,124.0
20,4,8,2023,27.0,70,0,21.8,12.5
21,4,8,2023,26.3,68,0,21.5,0.0
22,4,8,2023,25.8,68,0,19.4,0.0
23,4,8,2023,25.3,70,0,19.3,0.0
0,5,8,2023,24.7,73,0,20.4,0.0
1,5,8,2023,24.0,81,0,20.9,0.0
2,5,8,2023,23.4,89,0,21.0,0.0
3,5,8,2023,23.2,95,22,18.1,0.0
4,5,8,2023,23.2,94,47,19.3,0.0
5,5,8,2023,23.5,92,27,20.2,0.0
6,5,8,2023,23.5,92,20,18.1,0.0
7,5,8,2023,24.1,88,14,16.8,28.9
8,5,8,2023,25.7,78,3,16.3,142.4
9,5,8,2023,27.4,69,3,13.3,322.7
10,5,8,2023,29.2,61,4,10.2,498.0
11,5,8,2023,30.5,56,1,6.6,627.1
12,5,8,2023,31.4,52,0,5.5,716.5
13,5,8,2023,32.3,48,0,6.8,762.5
14,5,8,2023,33.0,47,0,9.9,749.9
15,5,8,2023,32.3,47,0,9.7,685.4
16,5,8,2023,32.2,47,0,13.0,582.0
17,5,8,2023,31.5,49,0,17.0,437.7
18,5,8,2023,29.9,55,2,17.0,276.3
19,5,8,2023,28.3,63,6,17.1,116.4
20,5,8,2023,26.4,71,2,17.5,10.6
21,5,8,2023,25.4,81,2,15.1,0.0
22,5,8,2023,24.8,87,1,13.5,0.0
23,5,8,2023,24.4,90,1,12.2,0.0
0,6,8,2023,24.0,92,0,11.5,0.0
1,6,8,2023,23.6,94,0,6.4,0.0
2,6,8,2023,22.9,97,0,4.3,0.0
3,6,8,2023,23.1,98,19,1.4,0.0
4,6,8,2023,23.1,97,30,1.5,0.0
5,6,8,2023,22.7,98,40,2.2,0.0
6,6,8,2023,22.4,98,28,4.5,0.0
7,6,8,2023,23.3,96,0,6.5,24.5
8,6,8,2023,25.6,84,0,5.8,157.9
9,6,8,2023,27.6,72,0,8.4,333.9
10,6,8,2023,29.2,60,0,11.9,502.8
11,6,8,2023,30.9,50,0,13.6,633.8
12,6,8,2023,33.1,37,0,19.7,725.0
13,6,8,2023,34.0,33,2,24.7,770.6
14,6,8,2023,33.4,42,3,30.4,742.9
15,6,8,2023,33.4,44,12,33.7,635.5
16,6,8,2023,32.7,43,2,35.1,562.3
17,6,8,2023,32.4,42,2,35.1,404.6
18,6,8,2023,31.9,40,6,30.8,257.7
19,6,8,2023,30.7,38,1,31.8,109.5
20,6,8,2023,29.5,48,0,28.7,9.8
21,6,8,2023,28.8,44,0,28.5,0.0
22,6,8,2023,28.5,44,0,25.3,0.0
23,6,8,2023,28.0,44,0,23.1,0.0
0,7,8,2023,27.7,44,0,23.1,0.0
1,7,8,2023,27.1,47,0,20.3,0.0
2,7,8,2023,26.3,54,0,15.6,0.0
3,7,8,2023,25.6,62,0,14.7,0.0
4,7,8,2023,24.8,68,0,9.8,0.0
5,7,8,2023,24.3,75,0,8.4,0.0
6,7,8,2023,24.1,77,0,8.6,0.0
7,7,8,2023,24.9,72,0,11.0,31.2
8,7,8,2023,26.6,62,0,11.1,152.9
9,7,8,2023,28.1,49,12,10.5,321.0
10,7,8,2023,29.1,45,1,10.6,464.7
11,7,8,2023,30.0,45,6,11.8,568.2
12,7,8,2023,30.5,44,2,9.0,625.9
13,7,8,2023,30.1,44,42,4.7,611.4
14,7,8,2023,30.6,44,35,9.2,530.7
15,7,8,2023,31.8,39,0,10.9,569.2
16,7,8,2023,31.6,37,18,7.7,533.4
17,7,8,2023,30.1,47,0,11.5,353.9
18,7,8,2023,28.7,54,0,21.4,266.4
19,7,8,2023,27.3,58,0,19.3,111.8
20,7,8,2023,26.0,63,0,20.1,8.3
21,7,8,2023,25.1,67,0,21.2,0.0
22,7,8,2023,24.6,73,0,20.5,0.0
23,7,8,2023,24.3,77,0,19.0,0.0
0,8,8,2023,24.0,80,0,17.6,0.0
1,8,8,2023,23.7,84,0,16.3,0.0
2,8,8,2023,23.5,86,0,16.1,0.0
3,8,8,2023,23.0,89,0,12.2,0.0
4,8,8,2023,22.8,91,0,13.1,0.0
5,8,8,2023,23.0,91,5,15.3,0.0
6,8,8,2023,23.1,91,3,16.1,0.0
7,8,8,2023,24.0,85,2,16.1,26.8
8,8,8,2023,25.8,71,2,19.7,142.3
9,8,8,2023,27.2,58,2,22.9,304.5
10,8,8,2023,28.2,52,9,23.5,468.4
11,8,8,2023,28.8,47,9,25.6,596.3
12,8,8,2023,29.4,44,2,26.7,667.7
13,8,8,2023,29.7,42,55,28.6,646.9
14,8,8,2023,28.3,49,42,32.6,402.4
15,8,8,2023,27.2,53,15,33.4,497.2
16,8,8,2023,26.4,55,15,34.2,398.9
17,8,8,2023,26.0,55,8,33.0,332.4
18,8,8,2023,25.3,57,10,32.3,242.1
19,8,8,2023,24.2,64,12,32.2,88.3
20,8,8,2023,23.3,67,14,30.8,5.9
21,8,8,2023,22.8,73,9,27.7,0.0
22,8,8,2023,22.7,73,10,26.9,0.0
23,8,8,2023,22.3,75,18,25.8,0.0
0,9,8,2023,22.3,74,21,25.1,0.0
1,9,8,2023,22.2,75,12,24.4,0.0
2,9,8,2023,21.9,77,26,23.2,0.0
3,9,8,2023,21.7,73,45,22.6,0.0
4,9,8,2023,21.7,74,65,24.0,0.0
5,9,8,2023,21.8,73,21,25.0,0.0
6,9,8,2023,21.6,73,12,24.7,0.0
7,9,8,2023,22.2,70,15,25.1,22.3
8,9,8,2023,23.4,62,71,29.2,115.1
9,9,8,2023,24.2,57,67,31.1,124.1
10,9,8,2023,24.8,52,89,31.6,57.4
11,9,8,2023,25.6,47,100,34.0,153.2
12,9,8,2023,25.6,48,100,34.0,84.5
13,9,8,2023,25.7,48,100,33.8,34.5
14,9,8,2023,26.0,48,100,33.2,69.0
15,9,8,2023,25.9,52,100,28.5,97.7
16,9,8,2023,24.6,57,100,28.5,17.6
17,9,8,2023,24.5,58,100,30.8,7.1
18,9,8,2023,24.2,59,100,30.9,6.6
19,9,8,2023,23.9,60,100,29.9,0.0
20,9,8,2023,23.7,59,100,28.7,0.0
21,9,8,2023,23.6,61,100,25.3,0.0
22,9,8,2023,23.7,60,100,23.9,0.0
23,9,8,2023,23.8,60,100,21.6,0.0
0,10,8,2023,23.6,61,87,18.9,0.0
1,10,8,2023,23.3,62,48,16.6,0.0
2,10,8,2023,23.0,63,38,14.8,0.0
3,10,8,2023,22.4,77,100,18.4,0.0
4,10,8,2023,22.4,76,100,20.5,0.0
5,10,8,2023,22.3,75,100,19.7,0.0
6,10,8,2023,22.5,70,100,19.4,0.0
7,10,8,2023,22.7,67,100,16.6,2.2
8,10,8,2023,23.5,60,100,16.7,0.0
9,10,8,2023,23.9,58,100,16.8,4.8
10,10,8,2023,24.4,58,100,15.5,9.0
11,10,8,2023,25.8,52,100,15.1,61.5
12,10,8,2023,27.4,46,82,14.1,66.8
13,10,8,2023,28.8,44,100,17.4,332.5
14,10,8,2023,28.0,47,47,18.4,123.3
15,10,8,2023,27.1,56,43,9.5,367.7
16,10,8,2023,26.2,60,99,15.6,286.7
17,10,8,2023,26.1,63,41,16.6,194.1
18,10,8,2023,25.4,66,100,16.6,64.6
19,10,8,2023,24.9,68,97,16.0,45.3
20,10,8,2023,23.5,77,20,15.9,2.5
21,10,8,2023,23.0,79,62,14.4,0.0
22,10,8,2023,22.6,82,70,12.6,0.0
23,10,8,2023,22.3,83,21,14.2,0.0
0,11,8,2023,21.7,87,22,15.1,0.0
1,11,8,2023,21.1,89,25,17.3,0.0
2,11,8,2023,20.8,89,10,18.4,0.0
3,11,8,2023,21.3,89,100,12.9,0.0
4,11,8,2023,20.1,92,100,22.5,0.0
5,11,8,2023,20.5,89,21,21.5,0.0
6,11,8,2023,20.1,91,34,17.3,0.0
7,11,8,2023,20.4,89,47,17.8,4.5
8,11,8,2023,21.7,81,85,21.3,60.0
9,11,8,2023,23.1,73,77,21.7,144.9
10,11,8,2023,23.6,67,97,24.7,85.7
11,11,8,2023,25.2,58,36,25.6,216.9
12,11,8,2023,26.3,53,25,26.0,519.7
13,11,8,2023,26.7,51,17,25.4,529.2
14,11,8,2023,27.2,49,4,26.7,572.9
15,11,8,2023,27.8,43,40,18.9,595.4
16,11,8,2023,26.7,48,31,24.5,429.8
17,11,8,2023,26.5,45,1,23.0,313.9
18,11,8,2023,25.8,50,7,24.0,239.1
19,11,8,2023,24.7,56,5,22.3,98.3
20,11,8,2023,23.6,65,4,17.9,3.5
21,11,8,2023,22.9,66,2,14.6,0.0
22,11,8,2023,22.6,67,3,17.1,0.0
23,11,8,2023,22.2,70,1,14.8,0.0
0,12,8,2023,21.8,74,0,12.2,0.0
1,12,8,2023,21.5,78,0,12.5,0.0
2,12,8,2023,21.2,81,3,12.0,0.0
3,12,8,2023,21.8,68,0,21.0,0.0
4,12,8,2023,21.6,70,0,15.3,0.0
5,12,8,2023,21.4,72,0,15.9,0.0
6,12,8,2023,21.3,75,0,15.8,0.0
7,12,8,2023,22.0,72,0,17.8,22.5
8,12,8,2023,24.1,61,0,20.4,140.1
9,12,8,2023,25.7,52,0,26.8,309.6
10,12,8,2023,26.8,46,0,28.2,473.9
11,12,8,2023,27.8,42,1,29.4,608.8
12,12,8,2023,28.5,39,2,31.0,683.6
13,12,8,2023,29.0,36,2,32.1,678.2
14,12,8,2023,29.2,35,0,33.4,696.0
15,12,8,2023,28.4,42,1,31.5,666.1
16,12,8,2023,27.9,44,2,31.5,545.1
17,12,8,2023,27.1,49,1,31.4,399.9
18,12,8,2023,26.3,53,2,31.6,243.5
19,12,8,2023,25.3,62,2,30.3,94.3
20,12,8,2023,24.3,67,3,28.3,2.4
21,12,8,2023,23.9,70,4,28.0,0.0
22,12,8,2023,23.8,70,6,28.6,0.0
23,12,8,2023,23.6,71,18,28.9,0.0
0,13,8,2023,23.4,71,14,27.3,0.0
1,13,8,2023,23.4,71,15,26.3,0.0
2,13,8,2023,23.3,70,22,26.8,0.0
3,13,8,2023,23.0,78,9,23.9,0.0
4,13,8,2023,23.2,78,13,25.5,0.0
5,13,8,2023,23.0,77,8,25.2,0.0
6,13,8,2023,22.6,79,28,25.2,0.0
7,13,8,2023,23.3,74,34,26.0,15.8
8,13,8,2023,24.7,67,37,31.1,66.1
9,13,8,2023,25.9,62,76,35.5,193.7
10,13,8,2023,26.3,62,70,34.1,116.3
11,13,8,2023,27.6,55,58,36.8,344.4
12,13,8,2023,28.3,52,35,37.0,436.3
13,13,8,2023,29.0,49,82,37.5,539.3
14,13,8,2023,28.4,56,91,39.5,389.4
15,13,8,2023,26.7,64,84,35.4,60.3
16,13,8,2023,26.7,67,72,34.6,97.9
17,13,8,2023,26.6,66,39,38.9,103.8
18,13,8,2023,26.0,70,53,40.0,143.9
19,13,8,2023,25.4,72,31,36.2,38.4
20,13,8,2023,24.7,76,91,29.8,0.8
21,13,8,2023,24.9,76,90,29.0,0.0
22,13,8,2023,24.7,76,90,29.0,0.0
23,13,8,2023,24.7,76,90,27.7,0.0
0,14,8,2023,24.5,78,90,27.3,0.0
1,14,8,2023,24.4,80,90,25.6,0.0
2,14,8,2023,24.3,82,90,24.5,0.0
3,14,8,2023,24.0,86,100,24.3,0.0
4,14,8,2023,24.2,85,91,26.6,0.0
5,14,8,2023,24.0,84,91,25.6,0.0
6,14,8,2023,23.8,86,91,23.7,0.0
7,14,8,2023,24.2,86,90,23.6,0.0
8,14,8,2023,24.9,84,90,24.7,7.1
9,14,8,2023,25.5,80,90,30.5,14.5
10,14,8,2023,26.3,76,90,34.5,53.1
11,14,8,2023,27.4,71,90,34.0,87.5
12,14,8,2023,28.1,67,90,34.7,139.9
13,14,8,2023,28.5,65,85,35.4,161.2
14,14,8,2023,28.9,64,73,34.4,167.6
15,14,8,2023,28.1,66,62,21.9,201.8
16,14,8,2023,28.6,67,93,29.3,298.1
17,14,8,2023,27.6,71,27,33.4,176.7
18,14,8,2023,27.3,71,39,37.3,145.2
19,14,8,2023,26.4,74,100,32.6,52.2
20,14,8,2023,25.4,82,11,25.8,0.1
21,14,8,2023,25.0,85,73,24.0,0.0
22,14,8,2023,25.0,85,100,21.7,0.0
23,14,8,2023,25.1,86,100,22.7,0.0
0,15,8,2023,25.1,87,100,18.9,0.0
1,15,8,2023,25.0,87,94,19.9,0.0
2,15,8,2023,24.8,88,100,15.1,0.0
3,15,8,2023,24.1,90,27,18.1,0.0
4,15,8,2023,24.3,91,62,20.2,0.0
5,15,8,2023,24.0,92,18,16.6,0.0
6,15,8,2023,23.9,93,94,14.9,0.0
7,15,8,2023,24.5,89,100,14.5,2.3
8,15,8,2023,25.5,84,97,13.6,7.1
9,15,8,2023,26.4,79,100,15.3,27.9
10,15,8,2023,27.3,75,84,16.3,70.1
11,15,8,2023,28.0,72,86,11.3,331.6
12,15,8,2023,28.6,69,75,9.8,310.1
13,15,8,2023,29.1,67,39,6.1,361.9
14,15,8,2023,30.1,63,28,6.8,514.4
15,15,8,2023,29.7,65,47,9.9,469.5
16,15,8,2023,29.6,66,20,5.8,383.7
17,15,8,2023,29.1,65,44,9.9,328.5
18,15,8,2023,28.2,70,17,9.9,117.3
19,15,8,2023,27.7,70,72,17.1,66.4
20,15,8,2023,26.4,76,84,17.9,0.0
21,15,8,2023,25.7,78,26,15.4,0.0
22,15,8,2023,25.2,80,26,18.9,0.0
23,15,8,2023,24.8,82,73,18.8,0.0
0,16,8,2023,24.8,82,77,13.0,0.0
1,16,8,2023,24.7,82,36,15.7,0.0
2,16,8,2023,24.2,84,32,10.3,0.0
3,16,8,2023,23.2,90,41,4.0,0.0
4,16,8,2023,23.6,88,40,4.7,0.0
5,16,8,2023,23.6,88,22,8.4,0.0
6,16,8,2023,22.8,92,42,3.1,0.0
7,16,8,2023,23.0,91,100,3.1,9.1
8,16,8,2023,24.3,84,100,2.2,47.0
9,16,8,2023,25.3,79,95,0.0,38.9
10,16,8,2023,26.3,75,100,3.7,52.0
11,16,8,2023,27.3,71,32,5.1,191.3
12,16,8,2023,27.7,68,15,15.7,486.6
13,16,8,2023,28.8,64,11,7.3,541.3
14,16,8,2023,29.4,61,37,11.9,582.3
15,16,8,2023,30.0,66,36,8.0,463.6
16,16,8,2023,30.1,61,32,24.1,380.8
17,16,8,2023,28.2,67,20,34.0,228.1
18,16,8,2023,27.4,68,22,29.4,156.6
19,16,8,2023,26.4,72,15,30.1,74.4
20,16,8,2023,25.2,78,24,24.1,0.0
21,16,8,2023,24.8,81,1,25.4,0.0
22,16,8,2023,24.3,83,1,24.0,0.0
23,16,8,2023,24.2,83,1,23.8,0.0
0,17,8,2023,24.1,81,2,22.4,0.0
1,17,8,2023,24.1,80,1,20.9,0.0
2,17,8,2023,24.0,81,1,20.1,0.0
3,17,8,2023,25.0,80,100,18.1,0.0
4,17,8,2023,24.9,82,30,18.6,0.0
5,17,8,2023,24.1,86,6,18.8,0.0
6,17,8,2023,23.7,87,23,25.3,0.0
7,17,8,2023,24.1,85,26,27.4,11.4
8,17,8,2023,25.5,77,25,19.9,81.5
9,17,8,2023,26.7,71,26,23.1,166.7
10,17,8,2023,28.0,65,22,27.0,316.8
11,17,8,2023,29.1,61,22,26.4,474.5
12,17,8,2023,29.9,58,14,27.0,594.1
13,17,8,2023,30.4,57,16,29.3,684.2
14,17,8,2023,30.3,56,16,32.2,640.3
15,17,8,2023,29.9,59,18,29.7,541.8
16,17,8,2023,28.8,62,4,32.7,451.5
17,17,8,2023,28.4,63,0,35.3,372.5
18,17,8,2023,27.5,66,1,34.5,234.4
19,17,8,2023,26.2,73,8,29.0,84.8
20,17,8,2023,25.0,80,3,24.5,0.0
21,17,8,2023,24.7,79,1,27.1,0.0
22,17,8,2023,24.5,78,1,26.1,0.0
23,17,8,2023,24.5,76,2,25.3,0.0
0,18,8,2023,24.4,75,1,23.2,0.0
1,18,8,2023,24.3,73,4,20.9,0.0
2,18,8,2023,24.3,73,0,22.9,0.0
3,18,8,2023,23.9,83,91,20.9,0.0
4,18,8,2023,24.5,82,100,16.3,0.0
5,18,8,2023,24.3,84,24,21.8,0.0
6,18,8,2023,24.0,85,16,23.2,0.0
7,18,8,2023,24.1,84,12,27.5,9.1
8,18,8,2023,25.4,78,17,27.5,106.2
9,18,8,2023,26.6,72,12,28.5,235.2
10,18,8,2023,28.0,66,2,29.1,404.1
11,18,8,2023,29.6,60,0,28.1,573.0
12,18,8,2023,30.8,55,1,28.5,690.3
13,18,8,2023,30.8,56,0,33.3,730.8
14,18,8,2023,30.8,55,0,36.6,720.0
15,18,8,2023,30.6,57,4,30.3,654.3
16,18,8,2023,29.5,61,19,33.4,489.9
17,18,8,2023,28.5,62,9,36.7,292.4
18,18,8,2023,27.3,66,19,38.5,181.6
19,18,8,2023,26.1,71,26,37.2,55.6
20,18,8,2023,25.0,76,5,36.0,0.0
21,18,8,2023,24.6,78,1,35.0,0.0
22,18,8,2023,24.3,80,2,33.4,0.0
23,18,8,2023,24.1,81,3,30.3,0.0
0,19,8,2023,23.8,83,20,26.5,0.0
1,19,8,2023,23.9,83,18,23.9,0.0
2,19,8,2023,23.7,84,29,23.1,0.0
3,19,8,2023,24.0,82,26,28.1,0.0
4,19,8,2023,23.9,82,24,27.3,0.0
5,19,8,2023,23.8,82,60,25.3,0.0
6,19,8,2023,24.0,82,22,22.1,0.0
7,19,8,2023,24.1,81,17,26.0,9.2
8,19,8,2023,25.3,75,3,30.8,111.0
9,19,8,2023,26.5,70,3,32.1,285.5
10,19,8,2023,27.6,65,17,35.6,448.5
11,19,8,2023,28.4,61,14,36.4,532.0
12,19,8,2023,29.0,60,8,36.1,624.5
13,19,8,2023,29.5,57,2,37.9,707.5
14,19,8,2023,29.8,55,0,39.7,719.9
15,19,8,2023,30.4,56,26,29.4,659.8
16,19,8,2023,28.3,62,19,34.8,449.1
17,19,8,2023,27.6,65,5,36.9,311.3
18,19,8,2023,27.0,66,0,36.9,209.2
19,19,8,2023,25.9,73,0,34.6,80.1
20,19,8,2023,24.8,80,0,33.6,0.0
21,19,8,2023,24.4,81,0,34.3,0.0
22,19,8,2023,24.3,81,0,31.4,0.0
23,19,8,2023,24.1,82,0,28.0,0.0
0,20,8,2023,23.9,83,8,25.7,0.0
1,20,8,2023,23.9,82,1,21.4,0.0
2,20,8,2023,23.5,83,19,16.6,0.0
3,20,8,2023,23.6,82,13,19.1,0.0
4,20,8,2023,23.6,82,70,16.3,0.0
5,20,8,2023,23.6,82,71,19.3,0.0
6,20,8,2023,23.7,82,77,21.7,0.0
7,20,8,2023,24.0,80,65,23.5,4.6
8,20,8,2023,25.4,70,67,24.2,30.4
9,20,8,2023,25.9,69,39,22.7,22.0
10,20,8,2023,27.4,61,31,24.2,113.3
11,20,8,2023,29.2,52,26,25.0,321.3
12,20,8,2023,30.1,47,1,26.8,497.2
13,20,8,2023,31.1,42,0,27.4,729.7
14,20,8,2023,31.3,42,2,28.9,706.9
15,20,8,2023,31.6,42,0,21.3,642.4
16,20,8,2023,30.1,51,0,23.1,534.4
17,20,8,2023,29.2,53,0,24.9,386.9
18,20,8,2023,28.2,55,0,24.3,226.2
19,20,8,2023,26.6,65,0,22.2,78.0
20,20,8,2023,24.8,81,0,20.6,0.0
21,20,8,2023,24.0,88,0,20.1,0.0
22,20,8,2023,23.6,92,0,19.0,0.0
23,20,8,2023,23.3,95,0,19.5,0.0
0,21,8,2023,23.3,94,0,18.7,0.0
1,21,8,2023,23.2,94,0,17.6,0.0
2,21,8,2023,23.0,95,0,17.4,0.0
3,21,8,2023,23.0,95,4,14.7,0.0
4,21,8,2023,22.9,96,40,9.9,0.0
5,21,8,2023,22.9,96,80,8.2,0.0
6,21,8,2023,22.8,96,64,10.0,0.0
7,21,8,2023,22.8,96,8,11.7,9.2
8,21,8,2023,24.7,84,6,14.3,97.4
9,21,8,2023,26.8,71,0,15.5,270.4
10,21,8,2023,28.7,60,0,19.5,450.2
11,21,8,2023,30.7,48,0,20.1,594.0
12,21,8,2023,32.4,37,0,22.4,693.6
13,21,8,2023,32.7,35,0,25.3,740.8
14,21,8,2023,32.3,38,0,25.6,726.5
15,21,8,2023,32.2,41,0,24.7,656.5
16,21,8,2023,31.5,43,0,23.9,539.5
17,21,8,2023,30.5,47,0,25.2,390.8
18,21,8,2023,28.9,55,0,26.0,227.2
19,21,8,2023,27.3,66,0,25.0,76.6
20,21,8,2023,25.6,79,0,24.0,0.0
21,21,8,2023,24.8,83,0,24.5,0.0
22,21,8,2023,24.5,85,0,24.3,0.0
23,21,8,2023,24.1,87,0,21.9,0.0
0,22,8,2023,23.8,89,0,20.2,0.0
1,22,8,2023,23.5,89,0,19.6,0.0
2,22,8,2023,23.3,89,0,20.7,0.0
3,22,8,2023,23.4,89,0,22.8,0.0
4,22,8,2023,23.1,92,0,20.2,0.0
5,22,8,2023,22.9,92,0,18.4,0.0
6,22,8,2023,22.7,92,0,17.3,0.0
7,22,8,2023,23.1,89,0,17.3,11.6
8,22,8,2023,25.1,78,0,17.4,127.1
9,22,8,2023,27.6,64,0,20.4,301.4
10,22,8,2023,29.9,51,0,23.7,470.9
11,22,8,2023,31.4,43,0,25.8,609.3
12,22,8,2023,32.3,38,0,26.9,704.1
13,22,8,2023,33.2,34,0,26.8,745.8
14,22,8,2023,33.7,31,0,27.3,732.3
15,22,8,2023,32.9,38,0,27.8,663.9
16,22,8,2023,31.9,41,0,28.9,543.8
17,22,8,2023,30.7,47,0,28.7,392.1
18,22,8,2023,29.3,54,0,27.8,226.5
19,22,8,2023,27.8,63,0,25.2,74.5
20,22,8,2023,26.5,68,0,23.9,0.0
21,22,8,2023,25.7,73,0,23.0,0.0
22,22,8,2023,25.1,79,0,19.9,0.0
23,22,8,2023,24.7,81,0,19.9,0.0
0,23,8,2023,24.5,83,0,20.9,0.0
1,23,8,2023,24.3,84,0,20.9,0.0
2,23,8,2023,24.2,85,0,21.9,0.0
3,23,8,2023,23.8,92,0,20.8,0.0
4,23,8,2023,23.9,91,0,19.0,0.0
5,23,8,2023,23.7,92,0,16.1,0.0
6,23,8,2023,23.5,92,1,13.5,0.0
7,23,8,2023,23.7,92,2,13.5,9.3
8,23,8,2023,25.3,85,11,16.8,101.3
9,23,8,2023,27.5,70,16,21.8,261.3
10,23,8,2023,28.7,63,11,25.8,396.2
11,23,8,2023,29.7,57,4,27.0,549.9
12,23,8,2023,31.1,47,0,28.3,672.8
13,23,8,2023,31.5,45,0,31.1,725.5
14,23,8,2023,31.4,46,0,32.1,711.4
15,23,8,2023,31.5,42,0,23.7,642.7
16,23,8,2023,29.0,53,3,28.0,538.8
17,23,8,2023,28.2,58,7,29.0,374.2
18,23,8,2023,27.5,62,1,27.5,214.0
19,23,8,2023,26.4,71,0,25.2,69.9
20,23,8,2023,25.1,81,1,22.7,0.0
21,23,8,2023,24.7,84,2,21.7,0.0
22,23,8,2023,24.4,88,2,20.7,0.0
23,23,8,2023,24.1,92,2,21.5,0.0
0,24,8,2023,24.1,91,2,22.5,0.0
1,24,8,2023,24.1,91,1,21.0,0.0
2,24,8,2023,23.9,92,0,18.7,0.0
