hour,day,month,year,Consumption_kWh,temperature(°C),humidity(%),cloudcover(%),windspeed(km/h),irrediance(W/m²)
9,6,1,2024,6.787839282758464,9.4,81,62,7.7,2.5
10,6,1,2024,7.307115974405691,10.8,79,76,9.7,25.3
11,6,1,2024,7.385030944259097,12.0,78,36,11.9,98.2
12,6,1,2024,7.26282137780258,13.2,67,73,12.6,255.5
13,6,1,2024,7.125045714284115,13.5,66,23,12.5,180.8
14,6,1,2024,7.3539232960243215,14.0,63,30,12.2,299.7
15,6,1,2024,7.37611784820553,14.0,64,30,12.0,191.8
16,6,1,2024,7.28291365051628,14.4,66,30,19.1,59.5
17,6,1,2024,6.999909695477667,14.1,61,30,15.8,10.7
18,6,1,2024,6.775212949464152,12.4,69,42,9.8,0.0
19,6,1,2024,7.004932920792728,11.4,75,29,8.0,0.0
20,6,1,2024,6.556905493433425,10.7,73,24,8.9,0.0
21,6,1,2024,7.230547592869465,11.1,70,8,8.8,0.0
22,6,1,2024,6.574655024590012,10.2,78,4,8.6,0.0
23,6,1,2024,6.714164511421392,8.8,84,3,10.5,0.0
0,7,1,2024,7.072130931363117,9.7,77,10,9.3,0.0
1,7,1,2024,7.296070039344766,10.3,70,6,10.8,0.0
2,7,1,2024,6.804696907205882,10.5,70,5,12.9,0.0
3,7,1,2024,7.103741880660521,10.7,67,13,15.6,0.0
4,7,1,2024,6.967222030277559,11.3,71,11,12.7,0.0
5,7,1,2024,7.274086917337773,11.6,66,7,16.6,0.0
6,7,1,2024,7.488864174241928,11.6,64,64,16.1,0.0
7,7,1,2024,7.401753877143339,12.5,61,65,19.2,0.0
8,7,1,2024,6.647337490149978,12.4,65,94,18.7,0.0
9,7,1,2024,7.7507697435966705,13.1,66,99,23.5,0.0
10,7,1,2024,7.314072315519918,11.8,90,100,9.8,0.0
11,7,1,2024,7.0461275452414505,12.0,88,100,17.7,0.0
12,7,1,2024,7.279534310112436,12.6,83,40,23.4,2.2
13,7,1,2024,7.284299785990374,13.3,82,17,26.6,90.4
14,7,1,2024,7.07354015112681,14.9,73,19,27.1,196.7
15,7,1,2024,7.289731497200219,15.1,71,27,28.6,193.8
16,7,1,2024,7.088384258459624,14.0,73,91,29.1,25.7
17,7,1,2024,7.139161832192195,13.6,76,91,24.2,0.0
18,7,1,2024,6.568682546425929,13.2,77,90,23.0,0.0
19,7,1,2024,6.382084507929788,13.8,72,90,26.2,0.0
20,7,1,2024,6.776711447918546,13.7,74,100,31.5,0.0
21,7,1,2024,6.886577189493785,13.4,76,35,28.1,0.0
22,7,1,2024,6.868973229383794,13.6,74,26,38.7,0.0
23,7,1,2024,6.945233643523509,13.4,75,17,37.7,0.0
0,8,1,2024,7.355455860616918,13.2,76,11,35.4,0.0
1,8,1,2024,7.141189433558975,13.1,75,14,38.4,0.0
2,8,1,2024,7.484286774220998,13.1,74,15,38.3,0.0
3,8,1,2024,6.934991423152717,13.2,73,22,38.8,0.0
4,8,1,2024,7.049202962485081,13.6,70,10,38.6,0.0
5,8,1,2024,7.03332079025739,13.4,70,2,37.9,0.0
6,8,1,2024,7.544384822898029,13.1,71,79,39.8,0.0
7,8,1,2024,7.510067936648221,12.8,74,18,38.7,0.0
8,8,1,2024,7.39619711737445,12.7,74,90,38.1,0.0
9,8,1,2024,7.5423532744161506,12.6,77,100,34.5,0.0
10,8,1,2024,7.054550112510205,12.5,77,90,39.0,6.0
11,8,1,2024,7.361519588078447,12.9,76,26,36.5,86.2
12,8,1,2024,7.24307720101741,13.5,75,4,36.1,244.7
13,8,1,2024,7.48609133408443,14.1,73,2,34.5,326.9
14,8,1,2024,7.245564749975152,14.3,71,3,32.1,321.4
15,8,1,2024,7.178135086010681,14.3,72,2,27.2,264.4
16,8,1,2024,7.409597937753449,12.8,75,89,25.2,171.7
17,8,1,2024,7.49341309991101,12.2,78,2,13.9,27.0
18,8,1,2024,6.607284509401501,11.3,82,14,11.4,0.0
19,8,1,2024,6.759101890275107,10.0,88,80,10.9,0.0
20,8,1,2024,6.5097606497027884,8.8,92,59,18.8,0.0
21,8,1,2024,6.149855553739966,8.0,88,100,20.6,0.0
22,8,1,2024,6.824485715966634,7.5,87,87,21.7,0.0
23,8,1,2024,6.926597147176859,6.9,86,97,22.8,0.0
0,9,1,2024,7.37392479739706,6.5,84,92,25.2,0.0
1,9,1,2024,6.821017665686787,6.2,83,93,25.3,0.0
2,9,1,2024,7.22069573760626,6.0,82,100,25.6,0.0
3,9,1,2024,6.753821155112608,5.8,82,100,27.6,0.0
4,9,1,2024,7.6508333720389246,5.3,82,100,29.0,0.0
5,9,1,2024,7.036894449595857,5.1,81,100,31.6,0.0
6,9,1,2024,7.622258997490353,4.7,80,100,33.2,0.0
7,9,1,2024,7.544875506046415,4.3,80,100,34.9,0.0
8,9,1,2024,7.083260506991364,3.9,82,100,33.3,0.0
9,9,1,2024,7.0252118573084426,3.5,85,100,34.8,0.0
10,9,1,2024,7.396000649221963,3.3,87,100,36.7,0.0
11,9,1,2024,7.097327085829611,2.9,91,100,34.5,0.0
12,9,1,2024,7.33402925566493,2.8,90,100,34.7,0.0
13,9,1,2024,7.1877011974236495,2.9,90,100,35.9,0.0
14,9,1,2024,6.8631184915089705,3.5,89,100,34.3,0.0
15,9,1,2024,6.750791090344264,3.8,88,100,32.5,0.0
16,9,1,2024,7.365079157249028,4.7,84,100,32.7,0.0
17,9,1,2024,7.168018658542723,4.9,85,100,32.7,0.0
18,9,1,2024,6.670135640896846,5.0,87,100,36.0,0.0
19,9,1,2024,6.982374054898825,4.9,87,100,35.8,0.0
20,9,1,2024,7.10176866428349,4.9,87,100,35.2,0.0
21,9,1,2024,6.740271914784927,5.1,86,100,32.6,0.0
22,9,1,2024,6.723258418397913,5.3,86,100,28.5,0.0
23,9,1,2024,6.933443853403849,6.0,87,100,28.5,0.0
0,10,1,2024,7.003120226795506,6.5,88,100,25.7,0.0
1,10,1,2024,7.3981423829073245,6.5,87,100,23.7,0.0
2,10,1,2024,7.480325612175939,6.7,87,100,29.8,0.0
3,10,1,2024,7.512411671324807,6.6,85,100,33.2,0.0
4,10,1,2024,6.858165943594784,6.2,87,100,36.7,0.0
5,10,1,2024,7.152015301768165,5.6,86,100,38.1,0.0
6,10,1,2024,7.122788306014534,4.8,85,100,38.5,0.0
7,10,1,2024,7.367325857822704,4.6,83,100,36.7,0.0
8,10,1,2024,7.462540264162396,4.6,83,100,32.5,0.0
9,10,1,2024,7.716531721081895,4.6,83,100,32.5,0.0
10,10,1,2024,7.218612749128382,4.8,81,100,33.7,0.0
11,10,1,2024,7.217960994643096,4.7,81,100,34.0,0.0
12,10,1,2024,7.629772123940087,4.5,81,100,33.1,2.2
13,10,1,2024,7.416498353852976,4.9,77,100,33.2,2.1
14,10,1,2024,7.659266997017394,4.7,76,100,32.6,0.0
15,10,1,2024,7.414536119972859,4.6,76,100,31.1,0.0
16,10,1,2024,7.053074964542082,4.6,66,100,34.3,2.5
17,10,1,2024,7.009072030525949,4.5,65,100,37.2,2.0
18,10,1,2024,6.454476056955667,3.2,77,100,34.3,0.0
19,10,1,2024,7.007867077910018,3.6,73,100,33.5,0.0
20,10,1,2024,7.139503324992152,3.6,73,99,32.1,0.0
21,10,1,2024,7.304694654566995,3.3,75,100,28.5,0.0
22,10,1,2024,7.05313045230121,3.6,71,100,27.9,0.0
23,10,1,2024,7.133063763604146,3.5,69,80,24.1,0.0
0,11,1,2024,7.231194752060174,3.6,67,75,20.9,0.0
1,11,1,2024,7.087094881037631,3.6,69,92,19.8,0.0
2,11,1,2024,7.588718668327983,3.8,71,90,19.1,0.0
3,11,1,2024,7.480619023283445,3.5,74,90,17.7,0.0
4,11,1,2024,7.403059928808818,3.8,72,92,16.9,0.0
5,11,1,2024,7.473041705381842,3.8,72,92,15.5,0.0
6,11,1,2024,7.456995205838147,4.0,70,100,15.0,0.0
7,11,1,2024,7.697153050186985,4.2,69,100,16.4,0.0
8,11,1,2024,7.699945231427834,4.1,71,95,17.3,0.0
9,11,1,2024,7.512253923308681,4.0,73,96,16.2,0.0
10,11,1,2024,7.587649553364327,4.6,71,88,17.4,23.8
11,11,1,2024,7.504714473329789,5.3,67,100,18.9,34.7
12,11,1,2024,7.26090640221494,5.7,67,84,17.3,56.8
13,11,1,2024,7.56534000395188,5.5,68,91,15.3,26.8
14,11,1,2024,7.02757506800878,5.6,69,90,14.0,20.5
15,11,1,2024,7.639671723297566,5.3,70,100,12.9,14.7
16,11,1,2024,7.077568100282086,5.2,69,100,9.2,30.9
17,11,1,2024,7.447649656922278,5.0,68,100,8.0,3.3
18,11,1,2024,6.664910345617055,4.7,68,100,6.2,0.0
19,11,1,2024,7.014546080992202,4.5,70,100,6.5,0.0
20,11,1,2024,6.8677175287416174,4.1,73,100,7.3,0.0
21,11,1,2024,6.477509845682762,3.5,75,100,8.3,0.0
22,11,1,2024,6.981373742978215,3.4,75,100,8.6,0.0
23,11,1,2024,6.7317186410154175,3.3,77,100,6.9,0.0
0,12,1,2024,7.630218908142333,3.0,79,98,6.2,0.0
1,12,1,2024,7.410263650122593,2.4,82,96,6.4,0.0
2,12,1,2024,7.508787474286001,2.0,83,66,7.1,0.0
3,12,1,2024,7.170539989185188,0.9,87,20,5.4,0.0
4,12,1,2024,7.26259917008215,1.9,66,0,9.0,0.0
5,12,1,2024,7.295272568913719,1.4,65,0,10.3,0.0
6,12,1,2024,7.62410784799963,1.1,64,0,10.5,0.0
7,12,1,2024,7.829276499890363,0.6,65,0,10.8,0.0
8,12,1,2024,7.208639290003272,-0.0,69,0,8.4,0.0
9,12,1,2024,7.679144264103411,-0.3,73,0,8.1,7.4
10,12,1,2024,6.8675128735075655,1.8,69,22,13.4,105.2
11,12,1,2024,7.111384877665919,4.5,64,10,14.5,222.5
12,12,1,2024,7.170237613892297,5.4,58,22,20.8,310.4
13,12,1,2024,7.07180505557881,6.1,53,46,19.5,343.7
14,12,1,2024,7.014035130492096,6.6,53,100,20.2,267.4
15,12,1,2024,7.51318195597344,5.2,69,91,20.6,28.5
16,12,1,2024,7.356415303507025,5.4,74,98,20.0,45.1
17,12,1,2024,7.504783577340268,4.0,77,79,22.5,37.7
18,12,1,2024,7.082550399469369,3.7,78,97,21.3,0.0
19,12,1,2024,6.976336476232124,3.7,73,100,23.4,0.0
20,12,1,2024,7.074373021976585,3.8,69,76,27.3,0.0
21,12,1,2024,6.892549156378424,2.9,72,40,28.0,0.0
22,12,1,2024,6.613183880862555,2.7,71,44,29.1,0.0
23,12,1,2024,7.17438577314419,2.3,70,51,27.7,0.0
0,13,1,2024,7.296266281917681,2.4,65,24,26.3,0.0
1,13,1,2024,7.209645240422357,2.2,59,7,23.8,0.0
2,13,1,2024,7.399064846161864,1.4,59,8,20.5,0.0
3,13,1,2024,7.215341585288836,0.9,61,6,17.3,0.0
4,13,1,2024,7.339186719615605,0.8,62,21,12.5,0.0
5,13,1,2024,7.52955779550383,0.9,61,89,12.0,0.0
6,13,1,2024,7.530629749924495,1.7,58,92,13.8,0.0
7,13,1,2024,7.219086798506556,1.9,58,95,14.9,0.0
8,13,1,2024,7.321617971875777,2.0,58,100,15.6,0.0
9,13,1,2024,7.712127566305524,2.2,59,100,13.5,0.0
10,13,1,2024,7.567644344546449,2.4,60,100,12.0,3.0
11,13,1,2024,7.962310574950099,3.1,56,100,12.7,49.0
12,13,1,2024,7.738576358548346,3.1,55,100,12.0,8.7
13,13,1,2024,7.729617582252948,3.1,57,100,10.5,0.0
14,13,1,2024,7.096577177499013,3.2,57,100,8.9,0.0
15,13,1,2024,7.634509403021319,3.4,56,100,7.6,7.4
16,13,1,2024,7.430267614688736,3.7,54,100,8.6,25.1
17,13,1,2024,7.305798864228401,3.5,54,90,7.6,0.0
18,13,1,2024,6.985548150246095,3.2,54,39,4.8,0.0
19,13,1,2024,7.1798471987658345,2.3,68,42,4.4,0.0
20,13,1,2024,7.068752212864016,1.3,74,43,5.8,0.0
21,13,1,2024,6.723925864777448,0.9,77,6,5.9,0.0
22,13,1,2024,7.129159043511119,0.1,79,2,5.9,0.0
23,13,1,2024,6.784147429593973,-0.3,81,0,5.4,0.0
0,14,1,2024,7.531195930129225,-0.9,82,1,5.4,0.0
1,14,1,2024,7.401187633518869,-1.1,78,1,4.3,0.0
2,14,1,2024,7.422308587454246,-1.7,78,0,4.5,0.0
3,14,1,2024,7.66858589414828,-2.4,81,1,7.0,0.0
4,14,1,2024,7.216976720434179,2.3,56,26,6.6,0.0
5,14,1,2024,7.963323918957386,0.6,64,0,5.6,0.0
6,14,1,2024,7.021753633064529,-0.6,69,0,7.0,0.0
7,14,1,2024,7.327608229574438,-0.6,72,0,9.1,0.0
8,14,1,2024,7.569578122873588,-1.0,76,0,11.8,0.0
9,14,1,2024,7.62310369199698,0.0,77,0,10.2,7.3
10,14,1,2024,7.451906220245227,3.9,69,0,9.0,107.8
11,14,1,2024,7.462677474637767,4.8,56,0,15.0,235.5
12,14,1,2024,7.579662671720057,5.1,53,0,17.9,330.0
13,14,1,2024,7.419257781023733,5.4,57,3,18.6,375.8
14,14,1,2024,7.825320464871879,5.6,61,3,19.0,360.4
15,14,1,2024,7.686862428946053,5.8,60,25,18.5,306.3
16,14,1,2024,7.695231238139561,5.9,64,4,20.4,163.6
17,14,1,2024,7.2354859695455485,5.9,64,9,18.1,79.9
18,14,1,2024,6.957178044286727,5.3,66,30,15.8,0.0
19,14,1,2024,6.901908663207977,5.8,66,28,17.3,0.0
20,14,1,2024,6.725624806465786,6.4,65,22,16.8,0.0
21,14,1,2024,7.067066196374594,6.8,62,26,17.1,0.0
22,14,1,2024,6.842613710943199,7.1,61,25,17.8,0.0
23,14,1,2024,7.140876107850712,7.3,61,13,20.4,0.0
0,15,1,2024,7.242816935523162,7.4,66,12,22.4,0.0
1,15,1,2024,7.940124979457201,7.6,69,17,22.9,0.0
2,15,1,2024,7.28628166159873,7.5,71,5,23.8,0.0
3,15,1,2024,7.565190410546855,7.5,71,22,24.0,0.0
4,15,1,2024,7.708329653843762,7.5,74,24,24.2,0.0
5,15,1,2024,7.367704718696718,7.7,70,26,24.9,0.0
6,15,1,2024,7.723481987104983,7.9,68,31,25.7,0.0
7,15,1,2024,7.203068926796642,8.1,65,13,24.6,0.0
8,15,1,2024,7.873394251042386,8.1,65,66,22.0,0.0
9,15,1,2024,7.5139021424881856,8.3,66,87,20.9,7.3
10,15,1,2024,7.361261974254526,9.1,65,100,21.5,64.8
11,15,1,2024,7.435569383139887,9.4,66,100,21.6,62.1
12,15,1,2024,7.712594643594926,10.1,64,53,22.7,94.0
13,15,1,2024,7.364251003284136,10.6,62,43,27.5,238.9
14,15,1,2024,7.323025403891052,10.8,65,49,25.6,108.5
15,15,1,2024,7.454980676850811,11.5,59,64,29.8,97.6
16,15,1,2024,7.216124298054254,11.3,63,69,28.3,73.1
17,15,1,2024,7.965500803232199,11.1,68,46,24.8,22.3
18,15,1,2024,6.868766178443065,10.9,68,45,26.1,0.0
19,15,1,2024,7.218269022791847,10.9,69,18,27.6,0.0
20,15,1,2024,7.062732347158689,10.8,67,10,30.2,0.0
21,15,1,2024,6.7642313136262535,10.7,68,36,30.9,0.0
22,15,1,2024,7.008876148943563,10.7,65,34,31.4,0.0
23,15,1,2024,7.206365521074432,10.8,62,41,30.0,0.0
0,16,1,2024,7.496488143170695,11.1,61,96,30.8,0.0
1,16,1,2024,7.841831713405028,11.3,65,100,29.8,0.0
2,16,1,2024,7.798932325137738,11.6,67,100,26.3,0.0
3,16,1,2024,7.773282190606854,11.6,71,98,28.5,0.0
4,16,1,2024,7.4286392838740225,11.8,71,100,35.7,0.0
5,16,1,2024,7.2735928649969,11.3,80,100,34.1,0.0
6,16,1,2024,7.390156575601573,11.3,80,100,29.1,0.0
7,16,1,2024,7.592613712108951,10.9,85,97,27.3,0.0
8,16,1,2024,7.68000015532536,10.7,88,100,26.4,0.0
9,16,1,2024,7.000660625752159,10.8,90,100,26.0,0.0
10,16,1,2024,7.541525176539334,11.3,90,100,26.0,0.0
11,16,1,2024,7.583075783273068,11.9,87,83,23.9,1.2
12,16,1,2024,7.474167412863384,12.8,82,45,23.1,116.9
13,16,1,2024,7.8663719366962415,13.3,84,86,19.9,185.4
14,16,1,2024,7.64899849550499,11.6,76,100,21.4,77.2
15,16,1,2024,7.871101453962495,10.3,77,100,17.7,21.2
16,16,1,2024,7.489563346854713,10.7,69,31,24.0,138.1
17,16,1,2024,7.777922850069003,9.3,73,78,20.9,57.2
18,16,1,2024,7.452320075574152,8.6,68,87,21.0,0.0
19,16,1,2024,7.371476839260437,8.5,61,100,22.3,0.0
20,16,1,2024,6.770518078585089,8.5,60,100,19.9,0.0
21,16,1,2024,6.980134457556677,8.2,63,100,15.3,0.0
22,16,1,2024,6.957262300579822,8.1,68,100,11.8,0.0
23,16,1,2024,7.165867110711353,7.7,72,24,12.1,0.0
0,17,1,2024,7.748169670172669,7.0,75,0,13.2,0.0
1,17,1,2024,7.366858112912602,6.2,77,8,13.9,0.0
2,17,1,2024,7.5935409098982705,5.8,75,9,15.0,0.0
3,17,1,2024,7.0715994483800015,5.5,79,15,15.3,0.0
4,17,1,2024,7.937067532869508,5.1,86,0,12.8,0.0
5,17,1,2024,7.448487721249863,5.2,86,0,12.5,0.0
6,17,1,2024,7.59054726638016,5.1,87,0,12.2,0.0
7,17,1,2024,7.49916885292202,5.0,88,0,10.7,0.0
8,17,1,2024,7.86308817517239,4.8,89,0,8.7,0.0
9,17,1,2024,6.867204671069691,5.1,89,0,8.9,7.2
10,17,1,2024,7.572428695837559,6.9,85,1,10.2,99.7
11,17,1,2024,7.550126592044611,8.6,82,0,7.6,219.6
12,17,1,2024,7.463172184521115,10.0,78,4,6.7,313.5
13,17,1,2024,8.008137917827945,10.6,77,14,6.1,356.4
14,17,1,2024,7.354748916705093,10.8,76,10,7.4,338.4
15,17,1,2024,7.769530325727951,10.6,76,5,8.0,294.2
16,17,1,2024,7.665644478595556,9.8,81,0,6.1,205.1
17,17,1,2024,7.891961094552914,9.5,84,0,5.6,85.7
18,17,1,2024,6.90978401022466,7.4,91,0,7.4,0.0
19,17,1,2024,6.893339056638096,7.1,90,3,7.6,0.0
20,17,1,2024,7.350598758288386,6.4,92,12,9.4,0.0
21,17,1,2024,7.182911608501564,6.5,93,29,8.7,0.0
22,17,1,2024,6.690346944749846,6.6,92,30,8.2,0.0
23,17,1,2024,6.941755027803218,7.3,92,30,7.6,0.0
0,18,1,2024,7.706034129680342,7.4,92,30,7.6,0.0
1,18,1,2024,7.818879521604974,7.9,91,30,8.2,0.0
2,18,1,2024,7.439630802920088,8.5,88,31,9.6,0.0
3,18,1,2024,6.880874468764092,9.3,85,47,12.3,0.0
4,18,1,2024,7.740244262652586,10.4,77,70,19.7,0.0
5,18,1,2024,7.304358293732333,10.4,75,74,19.4,0.0
6,18,1,2024,7.105103766687725,10.5,74,48,20.3,0.0
7,18,1,2024,6.901356984972292,10.9,70,44,23.1,0.0
8,18,1,2024,7.812933681267762,11.3,67,42,24.5,0.0
9,18,1,2024,7.641592828819569,11.7,65,35,28.8,0.0
10,18,1,2024,7.553024371040264,12.2,63,71,31.7,0.0
11,18,1,2024,7.956694556959017,12.6,63,96,32.6,10.7
12,18,1,2024,7.768769636974095,12.9,65,96,33.4,12.0
13,18,1,2024,8.013513476898806,12.6,74,88,32.3,3.1
14,18,1,2024,7.261254598176578,12.7,78,52,34.8,7.8
15,18,1,2024,7.600800810229836,13.8,76,90,33.8,154.1
16,18,1,2024,7.205260122481324,14.2,74,43,37.7,175.0
17,18,1,2024,7.55209288325446,14.3,74,53,34.5,48.3
18,18,1,2024,7.047284502776658,14.1,75,41,30.9,0.0
19,18,1,2024,7.266091875534094,14.1,75,18,30.9,0.0
20,18,1,2024,7.120829436503802,14.0,75,15,36.1,0.0
21,18,1,2024,7.265290250788306,14.1,72,33,35.8,0.0
22,18,1,2024,7.28529849950305,13.9,74,63,33.4,0.0
23,18,1,2024,7.648170635564113,14.4,75,99,38.3,0.0
0,19,1,2024,7.56329114454901,14.8,73,69,40.6,0.0
1,19,1,2024,7.406859633203947,14.9,71,13,44.7,0.0
2,19,1,2024,7.703636212199644,14.8,70,22,41.4,0.0
3,19,1,2024,7.441545301585656,14.7,70,41,37.5,0.0
4,19,1,2024,8.012605500479676,14.3,70,52,32.6,0.0
5,19,1,2024,7.571310798634234,13.8,72,22,30.0,0.0
6,19,1,2024,7.500721216402044,13.7,72,45,26.9,0.0
7,19,1,2024,7.524286378082762,13.8,72,23,26.4,0.0
8,19,1,2024,7.821719664238451,12.7,80,34,27.8,0.0
9,19,1,2024,7.60267856256267,13.8,73,23,33.4,7.2
10,19,1,2024,7.481698603337946,14.1,75,34,32.5,80.1
11,19,1,2024,8.058453287776425,14.6,76,25,35.0,156.1
12,19,1,2024,7.428072848205105,15.0,78,33,28.7,218.4
13,19,1,2024,7.65100682687879,15.7,77,33,28.5,256.5
14,19,1,2024,7.805191846273099,16.1,76,29,26.3,273.1
15,19,1,2024,7.234281530766274,16.2,76,13,25.0,279.9
16,19,1,2024,7.762180433722023,15.6,76,16,26.3,123.7
17,19,1,2024,7.378338389500429,14.4,79,13,23.2,65.3
18,19,1,2024,7.347811003579043,14.0,78,19,21.3,0.0
19,19,1,2024,6.901452555390798,14.0,81,27,22.3,0.0
20,19,1,2024,7.315307566332757,14.1,78,0,23.8,0.0
21,19,1,2024,7.4185735749442205,13.6,79,3,21.9,0.0
22,19,1,2024,7.357474439778743,13.3,81,2,22.4,0.0
23,19,1,2024,7.204944470430068,13.0,82,11,22.4,0.0
0,20,1,2024,7.616776902539943,12.9,83,4,22.7,0.0
1,20,1,2024,7.530497244188657,12.8,84,9,22.7,0.0
2,20,1,2024,8.042360810976644,12.5,85,20,21.7,0.0
3,20,1,2024,7.499728333230458,12.1,86,26,19.8,0.0
4,20,1,2024,7.415335619879869,12.2,84,65,15.1,0.0
5,20,1,2024,7.840944372030576,12.1,84,86,14.3,0.0
6,20,1,2024,7.475567937475745,12.6,81,90,13.2,0.0
7,20,1,2024,7.437086263905837,11.3,92,100,20.3,0.0
8,20,1,2024,7.313701072729927,10.7,90,100,22.2,0.0
9,20,1,2024,7.553874678407238,9.2,91,100,24.7,0.0
10,20,1,2024,7.653923382298245,8.8,89,100,26.4,2.9
11,20,1,2024,7.735375070187542,8.6,88,100,26.5,3.6
12,20,1,2024,7.91242869934724,8.2,86,100,27.5,1.1
13,20,1,2024,7.806326619188816,7.9,85,100,29.1,1.0
14,20,1,2024,7.626884083384073,6.9,89,100,31.0,0.0
15,20,1,2024,7.625053219177438,6.5,89,100,32.2,0.0
16,20,1,2024,7.802141505501163,5.2,89,100,36.3,0.0
17,20,1,2024,7.992744679004511,4.6,90,100,37.1,0.0
18,20,1,2024,7.206180688143169,4.0,92,100,34.3,0.0
19,20,1,2024,7.057319424719767,4.1,92,100,32.7,0.0
20,20,1,2024,6.926385638000982,4.2,91,100,34.1,0.0
21,20,1,2024,6.813300822169312,4.4,90,100,32.9,0.0
22,20,1,2024,7.3411695562832495,4.6,89,100,31.7,0.0
23,20,1,2024,7.3190967691822575,4.6,89,100,31.6,0.0
0,21,1,2024,7.851230223824841,4.6,89,100,31.8,0.0
1,21,1,2024,7.674724480960161,4.6,89,100,31.2,0.0
2,21,1,2024,8.058623029021113,4.4,89,100,31.3,0.0
3,21,1,2024,7.585859718901971,4.7,88,100,28.9,0.0
4,21,1,2024,7.945706651849976,5.0,88,100,27.0,0.0
5,21,1,2024,7.697203618800789,5.0,87,100,29.1,0.0
6,21,1,2024,7.554801651378341,5.2,82,100,29.4,0.0
7,21,1,2024,7.855021919377616,5.3,79,100,26.6,0.0
8,21,1,2024,7.809298372219174,5.5,76,100,25.5,0.0
9,21,1,2024,7.796132532364907,5.4,74,100,29.1,0.0
10,21,1,2024,7.727208948062224,5.6,72,100,27.5,0.0
11,21,1,2024,7.697416072118967,6.4,65,100,28.0,10.7
12,21,1,2024,8.303982340765785,6.8,57,100,32.8,26.2
13,21,1,2024,8.002953503847218,6.9,56,100,33.4,19.6
14,21,1,2024,7.887596066294553,7.1,56,100,36.1,43.1
15,21,1,2024,7.734839132099022,6.9,57,100,36.5,24.1
16,21,1,2024,7.958678642697342,6.1,62,100,36.9,0.0
17,21,1,2024,7.836388036646038,6.1,64,100,33.3,0.0
18,21,1,2024,7.213440530741684,6.2,61,90,32.6,0.1
19,21,1,2024,7.130998261231697,5.9,61,34,30.2,0.0
20,21,1,2024,7.186660008132503,5.2,63,47,27.9,0.0
21,21,1,2024,6.414282908578661,5.2,63,69,27.3,0.0
22,21,1,2024,7.259539552372585,5.5,62,86,28.7,0.0
23,21,1,2024,7.084770322520585,5.1,63,9,27.3,0.0
0,22,1,2024,8.137134866465487,5.3,61,68,26.0,0.0
1,22,1,2024,7.743803384597705,5.3,63,86,26.4,0.0
2,22,1,2024,7.441726512011026,5.2,63,50,25.2,0.0
3,22,1,2024,7.726497328362736,4.6,68,26,26.5,0.0
4,22,1,2024,7.477437095629139,4.9,70,100,26.7,0.0
5,22,1,2024,7.857319220822882,5.2,67,87,25.9,0.0
6,22,1,2024,7.811704207979637,4.9,66,100,24.1,0.0
7,22,1,2024,7.978427274671833,5.2,61,100,25.2,0.0
8,22,1,2024,7.541246918971124,5.4,58,91,26.6,0.0
9,22,1,2024,7.747469390951802,5.6,57,56,26.5,0.0
10,22,1,2024,7.397711918038107,6.0,57,61,27.3,63.5
11,22,1,2024,7.914341062375945,6.8,49,90,32.4,160.5
12,22,1,2024,7.868685162004796,6.5,63,78,30.8,55.7
13,22,1,2024,7.862918622151659,6.9,60,100,30.5,137.1
14,22,1,2024,7.739372124734001,6.9,57,100,29.9,54.9
15,22,1,2024,7.842660589591963,6.2,66,98,31.2,70.4
16,22,1,2024,8.140052143971914,5.9,70,99,30.0,47.7
17,22,1,2024,7.667693802634262,5.7,71,85,26.5,26.9
18,22,1,2024,7.273628662822287,5.8,64,90,23.5,1.6
19,22,1,2024,6.967435792099414,5.6,61,88,25.2,0.0
20,22,1,2024,7.021902126495183,5.5,59,75,24.3,0.0
21,22,1,2024,7.263420690168092,5.3,58,63,21.8,0.0
22,22,1,2024,7.514950753570242,5.4,59,91,20.5,0.0
23,22,1,2024,7.174897160831873,5.7,63,95,21.1,0.0
0,23,1,2024,7.71184758658062,5.6,69,82,20.1,0.0
1,23,1,2024,7.669105407782558,5.3,76,63,18.4,0.0
2,23,1,2024,7.63713755119757,5.1,77,21,17.6,0.0
3,23,1,2024,7.844569582835857,4.8,76,15,15.9,0.0
4,23,1,2024,7.39651230761399,5.0,65,65,15.7,0.0
5,23,1,2024,8.091061613075333,4.9,66,47,16.1,0.0
6,23,1,2024,7.604471144376286,4.7,70,35,15.0,0.0
7,23,1,2024,7.951302590268186,4.4,73,63,13.1,0.0
8,23,1,2024,7.453327069560182,4.3,73,73,11.8,0.0
9,23,1,2024,7.938036751545206,4.3,72,35,12.0,4.7
10,23,1,2024,7.938812870862276,5.0,68,2,14.6,66.1
11,23,1,2024,7.866877236910126,6.2,65,0,13.8,237.5
12,23,1,2024,7.522219588458703,7.4,60,0,16.4,352.4
13,23,1,2024,7.83321376630817,8.0,58,2,17.6,399.9
14,23,1,2024,7.475062672725054,8.2,57,6,19.1,397.0
15,23,1,2024,7.707635905134605,8.0,59,9,20.4,331.7
16,23,1,2024,8.028179994147482,7.9,58,11,19.1,230.5
17,23,1,2024,7.970002200676337,7.3,61,36,19.2,95.5
18,23,1,2024,7.27462245454376,6.3,65,47,17.3,2.6
19,23,1,2024,7.027125074927941,5.8,67,31,15.9,0.0
20,23,1,2024,7.4322236469522,5.6,69,22,15.3,0.0
21,23,1,2024,7.275672028333157,5.2,71,18,14.1,0.0
